Date/heure;Temperature moy;Temperature max;Temperature min;rosee moy;rosee min;RS moy;Deficit de Pression de vapeur moy;Deficit de Pression de vapeur min;Humidite Relative moy;Humidite Relative max;Humidite Relative min;Precipitations Somme;Humectation foliaire time;Vitesse du vent moy;Vitesse du vent max;max;ETP quotidien [mm]
06/09/2019 00:00;27.27;36.53;20.01;13.4;6.7;268;2.21;0.26;48.19;88.74;18.24;0;0;0.3;1.1;3.8;4.2
05/09/2019 00:00;24.17;32.48;18.31;17.5;13.7;235;1.1;0.09;70.59;95.76;37.41;0;0;0.1;0.9;2.6;3.7
04/09/2019 00:00;26.93;36.4;18.31;12.7;5.8;264;2.2;0.41;45.31;83.66;15.59;0;0;0.2;0.9;2.2;4
03/09/2019 00:00;27.68;37.25;20.63;13.6;5.4;272;2.27;0.5;47.95;80.47;15.26;0;0;0.2;3.2;9.8;4.2
02/09/2019 00:00;26.79;34.43;20.33;16.4;9.1;252;1.74;0.54;55.41;80.01;29.68;0;0;0.1;0.9;2.7;4
01/09/2019 00:00;26.38;35.08;18.74;15.5;12.1;271;1.79;0.31;53.89;86.36;32.71;0;0;0.2;0.8;2.4;4.3
31/08/2019 00:00;27.46;34.33;21.18;13.6;11.6;267;2.2;0.97;44.45;61.93;26.86;0;0;0.1;0.7;2.6;4.1
30/08/2019 00:00;28.61;38.47;19.75;14.1;9.8;268;2.46;0.13;45.58;94.58;18.71;0.6;50;0.1;0.9;2.6;4.2
29/08/2019 00:00;27.6;34.22;20.72;12.5;9.4;160;2.3;1.07;40.84;60.33;22.44;0;0;0;0.8;3.1;2.6
28/08/2019 00:00;26.25;36.07;17.53;11.5;5.8;267;2.25;0.4;45.38;79.97;17.11;2.2;65;0.1;0.7;1.8;3.8
27/08/2019 00:00;22.52;31.65;15.97;13.2;3.7;279;1.29;0.14;62.18;92.37;20.66;3.6;115;0.1;0.7;2.2;4
26/08/2019 00:00;22.75;30.45;17.43;16.5;12.7;220;0.93;0.06;70.77;97.11;37.99;0;0;0.2;1;2.7;3.5
25/08/2019 00:00;27.7;36.78;19.31;12.5;6.3;249;2.42;0.75;42.4;72.11;16.61;0;0;0.1;0.7;2.5;3.8
24/08/2019 00:00;29.9;40.12;19.38;11.5;5.6;265;3.07;0.32;36.33;85.86;12.52;7.2;215;0.1;1.1;2.7;4.2
23/08/2019 00:00;31.43;42.55;22.68;12.9;4.9;274;3.4;1.03;36.78;62.53;10.87;2.4;115;0.1;0.7;2.5;4.2
22/08/2019 00:00;29.2;40.02;20.31;14.2;9.1;280;2.68;0.57;44.84;77.65;16.03;1.2;40;0.1;0.9;2.5;4.4
21/08/2019 00:00;24.19;33.05;15.7;11.8;7.6;282;1.77;0.5;49.05;73.79;25.79;7.4;95;0.1;0.5;2;4
20/08/2019 00:00;23.65;32.8;15.83;13.1;5.9;286;1.52;0.1;58.6;94.8;20.24;0;0;0.1;0.7;1.7;4.2
19/08/2019 00:00;24.34;33.85;15.21;13.6;6.5;291;1.63;0.07;56.51;95.76;19.37;4;125;0.2;0.7;3.9;4.4
18/08/2019 00:00;26.15;35.47;18.65;15.2;10.4;294;1.78;0.19;55.94;91.52;22.59;0;0;0.2;0.8;2.3;4.6
17/08/2019 00:00;28.14;38.95;17.31;15.7;11.7;287;2.25;0.02;52.2;99.01;20.02;13.2;210;0.1;0.7;2.1;4.6
16/08/2019 00:00;27.37;37.98;19.4;15.5;10.9;296;2.07;0.41;52.38;82.29;20.51;6.6;135;0.1;0.6;3.9;4.6
15/08/2019 00:00;27.08;37.82;18.12;14.7;10.4;287;2.11;0.31;50.86;88.78;19.95;12.2;235;0.1;0.7;2.1;4.5
14/08/2019 00:00;27.52;38.55;17.73;12.8;10.8;288;2.44;0.66;43.77;67.25;20.81;1.2;0;0.1;0.4;1.3;4.3
13/08/2019 00:00;25.06;34.24;16.39;8.8;3.7;288;2.21;0.8;38.74;60.19;20.01;0;0;0.1;0.7;2;4.2
12/08/2019 00:00;23.52;31.98;16.2;9.6;6.1;280;1.82;0.44;45.51;76.78;21.6;0;0;0.2;0.8;2.4;4.2
11/08/2019 00:00;24.09;32.16;18.27;13.5;6.7;276;1.52;0.18;55.96;91.29;23.98;0;0;0.2;0.8;2.3;4.3
10/08/2019 00:00;25.43;34;18.33;16.5;11.8;283;1.48;0.02;62.15;98.69;26.65;3.8;80;0.2;0.8;2.5;4.5
09/08/2019 00:00;25.13;33.01;18.47;15.1;11.1;268;1.57;0.31;57.34;84.99;28.57;2.6;90;0.2;0.7;2.6;4.2
08/08/2019 00:00;27.13;38.85;19.74;15.5;13;269;2.02;0.56;52.81;77.91;24.02;2.4;120;0.1;0.8;2.1;4.4
07/08/2019 00:00;27.21;35.09;21.55;13.7;11.2;235;2.14;0.81;45.48;68.44;26.28;0;0;0.1;0.6;2.4;3.9
06/08/2019 00:00;26.98;35.85;20.55;15.4;8.6;262;1.91;0.45;52.11;81.07;31.14;0;0;0.2;1.5;5.3;4.4
05/08/2019 00:00;25.88;34.41;17.83;14.8;10.7;283;1.79;0.37;53.33;81.56;32.83;0;0;0.2;0.7;2.3;4.5
04/08/2019 00:00;24.66;34.04;17.15;14.9;11.5;279;1.53;0.12;57.97;93.8;30.15;0;0;0.2;0.8;1.8;4.5
03/08/2019 00:00;24.81;34.08;18.61;13.2;11.3;273;1.71;0.71;50.56;69.08;29.31;0;0;0.2;0.8;3.8;4.4
02/08/2019 00:00;25.57;34.14;19.64;17.2;12.8;289;1.41;0.17;63.87;92.2;37.26;0;0;0.2;0.8;2.4;4.8
01/08/2019 00:00;25.78;35.64;18.42;17.3;15.4;286;1.48;0.12;63.56;94.2;30.22;0;0;0.2;0.7;2.9;4.7
31/07/2019 00:00;26.11;36.58;17.48;11.3;6.6;300;2.21;0.73;42.75;69.16;21.91;0;0;0.1;0.7;2.7;4.6
30/07/2019 00:00;23.83;33.63;15.99;13;9.5;293;1.58;0.26;54.95;86.3;32.21;0;0;0.2;0.9;3.1;4.6
29/07/2019 00:00;23.23;31.95;17.72;14.4;7.4;291;1.29;0.21;62.14;89.54;22.63;0;0;0.2;0.7;3.1;4.6
28/07/2019 00:00;22.16;31.39;15.05;14.7;11.4;300;1.1;0.13;66.61;92.74;35.39;0;0;0.2;0.8;2.1;4.6
27/07/2019 00:00;22.82;32.93;15.98;11.7;-0.7;311;1.47;0.12;57.22;93.11;12.35;0;0;0.2;0.8;3.2;4.7
26/07/2019 00:00;23.96;33.8;18.11;15.5;6.3;271;1.31;0.04;66.07;97.69;19.29;0;0;0.2;0.8;2.2;4.4
25/07/2019 00:00;27.4;36.87;20.59;17.8;14.1;290;1.77;0.26;60.77;89.32;26.12;0;0;0.2;0.8;3;4.9
24/07/2019 00:00;27.66;37.76;19.66;18.7;17.5;287;1.72;0.15;62.15;93.34;33.25;0;0;0.1;0.8;3.1;4.9
23/07/2019 00:00;27.27;35.26;20.68;18.4;17.2;290;1.6;0.33;60.99;86.33;37.25;0;5;0.1;0.6;2.6;4.9
22/07/2019 00:00;27.72;36.37;20.78;18.1;17.1;287;1.76;0.41;58.31;83.13;34.09;0;0;0.1;0.6;2.3;4.9
21/07/2019 00:00;26.08;34.21;19.19;18;17.3;293;1.42;0.13;63.97;93.75;38.26;0;0;0.1;0.7;2.1;4.9
20/07/2019 00:00;26.27;35.77;19.13;17.4;16.4;294;1.56;0.19;61.48;91.09;34.14;0;0;0.2;0.8;2.5;4.9
19/07/2019 00:00;25.48;35.11;17.52;15.7;14;275;1.63;0.21;58.9;89.48;31.1;0;0;0.1;0.6;2.3;4.5
18/07/2019 00:00;22.17;32.15;13.66;13.6;10.5;302;1.26;0.1;63.74;93.84;29.47;0;0;0.2;0.7;2.2;4.6
17/07/2019 00:00;21.23;30.97;16.66;14.7;10.5;246;0.92;0.07;71.08;96;29.17;0;0;0.2;0.8;3.2;4
16/07/2019 00:00;23.58;33.92;16.71;15.9;13.8;295;1.24;0.04;67.03;97.55;31.66;0;0;0.2;1;2.6;4.8
15/07/2019 00:00;23.56;34.22;15.42;15.1;11.7;301;1.34;0;65.33;100;26.31;17.4;185;0.2;0.8;3.2;4.8
14/07/2019 00:00;24.44;34.06;17.11;15.3;9;300;1.46;0.05;62.98;97.43;22.27;0;0;0.1;0.7;2.7;4.8
13/07/2019 00:00;24.09;33.23;17.97;16.9;15.7;283;1.18;0.22;67.3;89.41;37.66;5.2;165;0.1;0.7;2.3;4.6
12/07/2019 00:00;23.94;31.61;19.72;16.8;15.9;243;1.1;0.4;66.19;82.47;40.86;0;0;0.2;1.1;3;4.1
11/07/2019 00:00;23.56;32.78;16.08;15.3;12.9;282;1.28;0.18;63.12;89.87;34.69;1.2;85;0.1;0.7;2.2;4.5
10/07/2019 00:00;21.82;31.84;14.04;14;12.2;300;1.15;0;66.35;99.56;31.72;1.8;170;0.2;0.7;2.4;4.7
09/07/2019 00:00;21.21;29.42;14.34;13.3;10.6;306;1.07;0.07;65.28;95.75;32.51;0;0;0.2;0.7;2.5;4.6
08/07/2019 00:00;21.15;30;15.63;13.1;8.1;300;1.06;0.11;64.56;93.62;27.14;0;0;0.2;1;3;4.6
07/07/2019 00:00;21.43;29.52;16.58;14.3;12.7;226;0.97;0.16;66.73;91.49;36.55;0;15;0.3;1.1;3.3;3.8
06/07/2019 00:00;22.38;32.47;15.63;14.4;12.8;266;1.17;0.08;64.81;95.29;31.02;3;210;0.2;0.9;2.9;4.4
05/07/2019 00:00;22.77;32.85;15.15;13.9;12.5;296;1.32;0.21;60.95;87.73;30.52;6.6;130;0.1;0.6;1.7;4.6
04/07/2019 00:00;21.68;30.44;15.5;13.5;11.5;309;1.14;0.2;63.35;88.65;33;0;0;0.2;1;2.6;4.7
03/07/2019 00:00;20.17;29.71;14.71;13.3;11;250;0.91;0.11;68.77;93.22;32.33;0.2;0;0.2;0.7;28.3;4
02/07/2019 00:00;20.76;30.32;15.88;14.9;11;258;0.84;0;74.01;100;31.61;5.4;180;0.2;0.7;2.8;4.1
01/07/2019 00:00;21.93;31.42;17.17;16.5;13.9;285;0.85;0.06;75.45;97.1;37.46;9.6;135;0.2;0.9;3.4;4.6
30/06/2019 00:00;23.06;32.12;16.94;16.2;15.8;285;1.08;0.08;69.32;95.83;37.7;0;0;0.2;0.7;2.6;4.6
29/06/2019 00:00;23.81;33.76;16.33;15.5;13.4;305;1.34;0.13;63.32;92.8;33.69;0;0;0.2;0.8;2.8;4.9
28/06/2019 00:00;22.4;32.32;14.36;14.3;12.9;302;1.22;0.11;63.95;93.08;37.72;0;0;0.2;0.8;2.6;4.7
27/06/2019 00:00;20.71;25.34;17.08;16;13.7;118;0.63;0.08;75.73;95.51;56.73;0;0;0.1;0.5;2.3;2.2
26/06/2019 00:00;22.38;31.59;16.21;15.3;12.4;280;1.05;0.06;68.63;96.72;34.1;0;0;0.2;0.8;2.7;4.5
25/06/2019 00:00;23.11;33.07;14.75;14;9.3;303;1.37;0;63.81;100;23.89;3.2;75;0.2;0.7;2.3;4.8
24/06/2019 00:00;22.19;31.41;14.11;12.1;8.9;298;1.38;0.1;56.76;93.46;28.2;2.6;105;0.2;0.9;2.2;4.6
23/06/2019 00:00;22.66;31.25;14.63;10.5;7.4;307;1.59;0.38;48.93;76.82;28.91;0;0;0.2;0.9;3.7;4.7
22/06/2019 00:00;22.4;31.81;13.79;12.1;10.8;302;1.44;0.17;56.65;89.2;29.31;0.2;20;0.2;0.9;2.4;4.7
21/06/2019 00:00;20.53;29.63;15.02;12;8.3;297;1.09;0.16;62.47;90.47;27.68;7.8;250;0.2;0.7;2.4;4.5
20/06/2019 00:00;20.69;29.89;14.66;12.9;8.9;308;1.03;0.08;66.31;95.06;27.65;4.4;90;0.3;0.9;2.9;4.7
19/06/2019 00:00;20.89;29.95;12.62;11.8;8.8;305;1.19;0.25;58.99;84.38;31.68;1.2;40;0.2;0.9;2.7;4.6
18/06/2019 00:00;20.77;30.72;13.46;10.6;7.3;298;1.28;0.06;57.18;95.75;24.27;0;0;0.2;0.8;2.3;4.5
17/06/2019 00:00;21.74;31.52;12.18;10.3;5.9;303;1.51;0.16;53.18;89.49;25.59;0;0;0.2;0.9;2.6;4.6
16/06/2019 00:00;20.35;29.99;12.9;9.6;7.8;304;1.31;0.25;54.51;82.99;26.24;0;0;0.2;0.9;2.9;4.5
15/06/2019 00:00;19.34;29.17;11;8.6;6.8;310;1.26;0.12;54.38;90.19;25.77;0;0;0.2;0.7;3.3;4.5
14/06/2019 00:00;18.4;26.55;13.79;10;7;258;0.93;0.19;61.64;88.04;34.26;2.6;50;0.2;0.8;2.6;3.9
13/06/2019 00:00;19.48;27.73;14.35;12.4;11.1;291;0.87;0.17;66.32;89.85;38.34;0;0;0.5;2.2;5.3;4.5
12/06/2019 00:00;20.84;30.87;11.31;9.5;5.3;296;1.43;0.14;53.62;89.47;22.2;2;40;0.2;1.1;3.7;4.4
11/06/2019 00:00;18.95;29.22;10.04;9.3;3.8;308;1.14;0;60.16;99.42;21.23;0;0;0.2;0.8;2.3;4.4
10/06/2019 00:00;18.05;27.05;11.29;9.3;6.2;298;0.98;0.1;61.56;92.41;29.77;0;0;0.3;0.9;2.6;4.3
09/06/2019 00:00;19.32;28.59;12.24;8.6;5.1;308;1.21;0.12;54.5;91.51;23.88;0;0;0.3;0.9;6.5;4.5
08/06/2019 00:00;20.25;30.39;11.32;9;7.3;306;1.36;0.24;52.02;81.79;27.64;0;0;0.2;0.9;3.7;4.5
07/06/2019 00:00;18.6;28.15;10.22;9.1;4.3;306;1.09;0.13;58.85;89.89;27.15;0;0;0.2;1;2.7;4.4
06/06/2019 00:00;17.91;28.21;10.3;8.1;5.7;305;1.08;0.08;57.8;93.69;27.39;0;0;0.2;0.9;2.9;4.3
05/06/2019 00:00;18.38;24.28;13.41;10.4;5;201;0.85;0.32;61.99;83.09;39.04;0;0;0.3;1;2.4;3.2
04/06/2019 00:00;22.73;31.63;14.99;9.2;4.9;304;1.71;0.28;46.03;85.27;21.37;0;0;0.2;1;2.9;4.7
03/06/2019 00:00;27.3;38.46;17.56;5.4;-5.1;307;2.99;1.05;28.76;48.3;7.02;0;0;0.2;1.2;3;4.6
02/06/2019 00:00;28.24;38.53;18.87;4.9;-2.8;320;3.21;1.23;25.84;43.37;7.32;0;0;0.1;0.7;2.1;4.6
01/06/2019 00:00;28.24;38.23;18.48;4.8;-1.7;317;3.2;1.25;25.38;41.36;8.36;0;0;0.3;0.7;3;4.9
31/05/2019 00:00;27.22;38.24;18.38;7.5;5;307;2.8;1.03;31.99;51.09;14.52;0;0;0.5;1.1;4.4;5.2
30/05/2019 00:00;26.18;34.15;19.64;7.5;4.6;307;2.47;1.22;32.89;49.68;16.82;0;0;0.9;1.8;4.3;5.7
29/05/2019 00:00;26.43;37.67;15.27;9.8;3.2;313;2.49;0.46;41.06;73.53;13.73;0;0;0.2;0.9;2.7;4.9
28/05/2019 00:00;24.34;33.96;14.37;8.3;4.9;315;2.13;0.72;39.26;66.24;18.89;0;0;0.2;0.7;2.2;4.7
27/05/2019 00:00;24.86;33.59;16.41;4.8;1.3;319;2.42;1.04;29.41;44.5;13.37;0;0;0.2;1;2.5;4.7
26/05/2019 00:00;23.74;31.93;15.78;4.8;-0.3;319;2.18;0.93;32.4;47.91;13.47;0;0;0.4;1.3;4;4.9
25/05/2019 00:00;20.9;30.23;11.65;9.8;4.2;317;1.39;0.13;55.82;90.54;21.96;0;0;0.2;1;2.9;4.5
24/05/2019 00:00;20.52;29.72;12.49;10;5;295;1.29;0.23;55.87;86.23;23.03;0;0;0.3;1;3.1;4.4
23/05/2019 00:00;21.92;32.14;12.94;11;7.2;312;1.47;0.21;54.3;85.38;24.88;0;0;0.2;0.8;2.4;4.6
22/05/2019 00:00;20.23;29.8;10.72;9.7;6;303;1.31;0.13;56.42;90.48;24.19;0;0;0.2;0.8;2.3;4.3
21/05/2019 00:00;18.71;27.9;11.09;10.2;5.9;317;1.01;0;64.54;100;25.63;0;80;0.2;0.9;2.3;4.5
20/05/2019 00:00;18.07;26.2;11.22;10.9;7.9;314;0.84;0.05;67.4;95.66;32.63;0;0;0.2;0.7;2.2;4.4
19/05/2019 00:00;15.92;24.46;7.98;7.4;2.3;295;0.85;0.1;61.26;90.13;32.48;0;0;0.2;0.8;1.9;3.9
18/05/2019 00:00;15.13;24.65;8.89;7.1;3.3;300;0.78;0.05;63.87;95.58;29.1;6.2;155;0.4;1.4;4.3;4.1
17/05/2019 00:00;17.75;26.21;11.4;9.2;0.8;306;0.91;0;62.68;100;20.35;9;250;0.4;1.1;3.3;4.3
16/05/2019 00:00;24.37;34.55;15.88;5.2;-1.9;318;2.34;0.52;34.07;73;10.44;0;0;0.2;0.9;2.9;4.7
15/05/2019 00:00;25.97;35.82;18.69;4.5;-5;324;2.69;0.99;28.23;55.15;7.67;6.6;40;0.2;1.2;3.2;4.8
14/05/2019 00:00;26.81;37.63;15.89;4;-4.4;313;2.93;0.2;28.3;88.91;7.09;7.8;10;0.2;0.7;2.1;4.7
13/05/2019 00:00;29.65;39.44;19.62;4.8;-1.7;309;3.55;1.26;23.81;47.35;7.77;0;0;0.1;0.6;1.8;4.4
12/05/2019 00:00;28.91;38.41;20.3;8.8;-2.3;311;3.04;0.55;33.5;76.68;7.75;0;0;0.3;1;3.3;5.1
11/05/2019 00:00;23.63;34.47;13.3;13.5;10.6;305;1.59;0.14;58;90.4;27.18;0;0;0.1;1;2.3;4.6
10/05/2019 00:00;20.17;29.32;11.27;12.6;10;307;1.03;0.03;65.94;97.11;37.9;0;0;0.2;0.7;2.9;4.5
09/05/2019 00:00;19.15;28.98;11.65;11.3;6.9;307;0.99;0;66.7;99.9;25.58;0;0;0.2;0.6;2;4.3
08/05/2019 00:00;18.48;28.88;11.33;11.4;5.3;303;0.89;0;69.43;100;22.9;0;0;0.2;0.9;3.1;4.3
07/05/2019 00:00;19.35;29.67;10.43;11.6;7.5;304;1.02;0;67.02;100;29.89;0;50;0.1;0.8;2;4.3
06/05/2019 00:00;18.06;28.5;9.83;10.8;6.9;307;0.89;0;67.33;100;31.86;0;0;0.1;0.6;2.3;4.2
05/05/2019 00:00;18.91;28.81;13.26;11.9;5.3;291;0.87;0;70.12;100;23.32;0;0;0.2;0.7;2.2;4.2
04/05/2019 00:00;18.1;26.26;13.04;13.5;10.7;234;0.58;0;78.03;100;40.05;0;0;0.2;0.8;2.2;3.5
03/05/2019 00:00;18.74;26.03;14.17;14.4;12.8;214;0.55;0;78.75;100;45.26;0;0;0.1;0.6;1.8;3.2
02/05/2019 00:00;19.7;26.24;15.94;13.3;9.9;122;0.77;0.1;69;94.6;39.16;0;0;0.1;0.6;2;2.1
01/05/2019 00:00;21.11;29.28;14.44;10.3;6.5;165;1.29;0.23;52.41;86.36;29.43;1;45;0.2;2;6;2.8
30/04/2019 00:00;21.98;31.65;11.58;9.5;1.8;313;1.6;0.14;52.53;89.69;15.37;0;0;0.1;0.7;1.9;4.3
29/04/2019 00:00;23.51;31.83;15.82;9.3;7.4;303;1.84;0.59;43.03;67.23;22.15;0;0;0.3;1.8;4.2;4.6
28/04/2019 00:00;23.38;33.16;15.3;9.1;7.1;268;1.85;0.7;42.31;59.68;22.85;0;0;0.4;2.9;6.8;4.4
27/04/2019 00:00;19.22;28.28;9.55;8.9;5.8;303;1.23;0.06;56;94.68;30.02;0;0;0.3;1.2;3.2;4.2
26/04/2019 00:00;16.03;22.85;10.15;9.2;6.2;300;0.7;0.04;67.04;96.07;40.5;0;0;0.1;0.7;2.3;3.9
25/04/2019 00:00;14.96;23.4;8.24;9.9;7.9;260;0.53;0;75.71;99.37;41.55;0;0;0.3;1.3;3.7;3.4
24/04/2019 00:00;12.66;21.06;4.52;6.1;2.6;312;0.6;0;70.33;100;34.13;0;0;0.2;1.3;4;3.6
23/04/2019 00:00;11.24;15.5;6.47;9.5;6.3;56;0.14;0;90.17;100;61.87;11.2;5;0.4;2.4;4.8;1.2
22/04/2019 00:00;13.81;20.43;10.8;10.6;7.2;123;0.3;0.01;83.31;98.84;46.52;4.6;5;0.5;1.9;4.8;2
21/04/2019 00:00;12.4;17.51;8.56;9.8;7;125;0.22;0;86.04;100;50.26;4.8;0;0.5;2.3;6.1;1.9
20/04/2019 00:00;13.16;20.58;9.91;9.2;7.2;194;0.36;0.02;79.47;98.4;44.39;9.2;0;0.2;1.4;4.5;2.6
19/04/2019 00:00;12.27;19.85;7.73;8;4.4;179;0.37;0.01;77.89;99.02;36.21;1.6;0;0.3;1.6;4.3;2.5
18/04/2019 00:00;14.33;20.15;10.78;9.3;5.9;202;0.46;0;74.35;99.54;42.74;2.8;95;0.4;1.7;4.1;2.8
17/04/2019 00:00;17.59;23.24;13.28;9.2;4;188;0.85;0.1;60.17;92.93;39.8;0;0;0.2;1.2;3.4;2.8
16/04/2019 00:00;20.67;32.47;10.99;7.7;3.1;288;1.59;0.19;49.78;86.1;15.73;0;0;0.1;1.2;3.1;3.9
15/04/2019 00:00;20.07;26.81;12.23;6.6;1.9;268;1.41;0.3;43.44;78.45;27.44;0;0;0.5;1.9;4.1;3.9
14/04/2019 00:00;19.09;30.31;7.45;5.8;0.6;297;1.5;0.12;48.62;88.89;15.98;0;0;0.1;0.6;1.6;3.7
13/04/2019 00:00;15.19;24.58;6.27;5.2;-1;299;0.93;0.03;59.76;97.25;20.35;0;0;0.1;0.6;2;3.5
12/04/2019 00:00;13.5;21.46;6.8;5.4;-1.3;280;0.69;0.02;65.2;97.27;22.52;0;0;0.1;0.6;2.1;3.3
11/04/2019 00:00;12.97;20.56;6.95;7;5.6;227;0.53;0.06;69.97;93.42;40.56;0;0;0.2;0.8;2.4;2.8
10/04/2019 00:00;12.81;19.29;7.37;6.2;2.8;296;0.56;0.03;68.87;96.8;36.2;0;0;0.2;0.8;2;3.4
09/04/2019 00:00;13.92;20.21;8.46;8.3;5.2;237;0.51;0.04;71.45;95.82;45.24;0;0;0.2;0.7;2.5;2.9
08/04/2019 00:00;14.47;22.02;7.71;8.7;6.5;267;0.57;0.06;71.28;93.58;42.23;0;0;0.2;1.3;3.2;3.2
07/04/2019 00:00;12.53;20.95;5.67;6;2.1;225;0.56;0.01;68.41;98.13;33.35;0.2;130;0.4;1.6;4.3;2.8
06/04/2019 00:00;9.21;16.08;4.29;4.6;1.6;174;0.32;0.02;75.55;97.3;41.59;1;0;0.7;2.3;5.4;2.2
05/04/2019 00:00;9.76;16.39;6.32;6.5;3.9;93;0.24;0.01;82.36;98.18;45.9;15.8;605;0.7;2.8;8.4;1.6
04/04/2019 00:00;10.66;12.26;9.13;9.1;7.6;41;0.11;0.03;90.95;97.38;78.08;1.8;390;0.6;1.7;4.1;0.9
03/04/2019 00:00;15.09;25.09;9.69;8.8;4.4;144;0.62;0.07;69.2;93.82;26.46;0.2;0;0.1;0.8;2.8;2.1
02/04/2019 00:00;14.24;22.6;8.6;8.4;6;199;0.56;0.01;72.07;98.6;39.89;0;0;0.1;0.8;1.9;2.5
01/04/2019 00:00;14.22;21.44;9.31;8.4;3.1;167;0.53;0.01;71.98;98.92;33.57;0;0;0.1;0.9;2.2;2.2
31/03/2019 00:00;13.18;17.76;10.68;10.4;8.2;92;0.24;0.06;84.31;95.24;63.17;1;0;0.3;2.2;4.7;1.5
30/03/2019 00:00;15.94;23.88;12.98;10.5;7.6;118;0.54;0.11;71.78;92.39;40.85;5.8;10;0.3;2.5;5.2;2
29/03/2019 00:00;18.09;25.41;11.88;10.8;5.4;264;0.84;0.02;65.42;98.04;43.24;6.4;340;0.3;2.2;7;3.5
28/03/2019 00:00;14.63;21.99;8.74;5.9;5.2;256;0.79;0.22;58.49;80.14;36.26;0;0;0.6;1.5;4.3;3.3
27/03/2019 00:00;12.86;15.74;10.53;7.5;4.6;100;0.44;0.13;70.71;89.65;56.96;0;0;0.5;1.4;4.4;1.6
26/03/2019 00:00;19.13;27.44;12.8;7.2;0;195;1.23;0.01;49.89;99.31;23.37;9.6;325;0.2;3.1;6.2;2.8
25/03/2019 00:00;19.96;27.18;12.89;6.7;3.1;205;1.43;0.42;45.05;71.47;23.07;0;0;0.4;1.4;3.3;3
24/03/2019 00:00;18.07;25.27;12.24;5.3;1.4;187;1.21;0.46;44.74;67.1;25.39;0;0;0.2;1.2;4.2;2.5
23/03/2019 00:00;15.72;23.54;8.71;4.3;0;214;1.01;0.25;50.03;77.77;24.47;0;0;0.7;2.1;5.9;3.1
22/03/2019 00:00;14.02;21.53;6.76;2.8;0.5;264;0.91;0.25;49.88;74;25.89;0;0;0.8;1.6;5;3.4
21/03/2019 00:00;12.11;18.29;7.04;0.3;-2.7;260;0.81;0.33;46.66;66.77;25.51;0;0;1.4;2.3;6.8;3.5
20/03/2019 00:00;13.4;19.37;9.38;1.5;-3.8;257;0.87;0.08;48.02;93.19;24.39;0;0;1;2.4;6.3;3.3
19/03/2019 00:00;14.05;22.44;6.61;6.6;2.5;252;0.68;0.04;65.89;95.61;28.71;0;0;0.2;0.7;2.3;2.8
18/03/2019 00:00;14.44;22.24;6.91;5.8;0.3;243;0.76;0.11;60.53;91.3;24.16;0;0;0.1;0.8;2;2.6
17/03/2019 00:00;18.08;26.34;11.79;5;-3.1;235;1.26;0.23;46;83.1;14.39;0;0;0.1;0.8;2.3;2.8
16/03/2019 00:00;18.55;28.95;11.41;2.4;-3.6;239;1.52;0.51;36.37;64.28;15.16;0;0;0.1;0.7;2.8;2.7
15/03/2019 00:00;17.56;28.85;8.26;3.5;-7.3;244;1.39;0.32;44.72;71.71;9.39;0;0;0.1;0.8;2.6;2.5
14/03/2019 00:00;15.03;24.02;7.9;7.9;3.3;242;0.73;0;68.43;100;28.02;0;0;0.1;0.7;2;2.8
13/03/2019 00:00;14.56;21.9;7.99;8.9;5.8;228;0.56;0.05;71.28;95.9;42.23;0;0;0.1;0.6;2.3;2.6
12/03/2019 00:00;18.32;28.87;9.66;5.1;0.5;239;1.36;0.17;46.27;87.67;16.67;0;0;0.1;0.7;2.6;2.7
11/03/2019 00:00;16.57;26.96;8.27;3.3;-0.5;233;1.23;0.35;45.2;72.87;16.7;0;0;0.1;0.7;2.4;2.5
10/03/2019 00:00;16.56;26.84;8.37;2.7;-5.3;226;1.26;0.37;44.31;66.11;13.85;0;0;0.2;0.9;2.8;2.5
09/03/2019 00:00;12.75;20.43;6.17;4.7;2.2;220;0.66;0;63.77;99.99;32.08;0;0;0.4;1.7;6;2.5
08/03/2019 00:00;10.62;17.93;5.19;6.5;4.1;152;0.32;0.05;77.79;94.99;49.1;0;0;0.1;1.1;3.1;1.7
07/03/2019 00:00;10.84;17.53;7.05;7;1.8;175;0.3;0;79.98;99.8;39.34;3;485;0.2;1.1;3.1;1.9
06/03/2019 00:00;13.5;21.2;8.59;7.8;3.9;174;0.51;0.02;71.99;98.36;35.14;2.2;170;0.4;2.1;5.5;2.2
05/03/2019 00:00;14.66;24.87;6.02;7.4;2.1;166;0.73;0;68.46;100;22.78;0;0;0.1;0.6;1.8;1.9
04/03/2019 00:00;14.04;20.59;9.32;9.7;7.9;200;0.41;0;78.41;100;47.27;0.2;0;0.1;0.5;2.3;2.2
03/03/2019 00:00;12.58;21.96;5.57;8;4.3;180;0.43;0;77.26;99.5;41.47;0;0;0.1;1;3.4;2
02/03/2019 00:00;13.47;19.99;9.01;8;3.7;194;0.49;0.05;72.29;95.2;35.57;0;0;0.1;0.8;1.8;2.1
01/03/2019 00:00;12.25;20.15;5.19;7.5;2.7;191;0.43;0.01;75.77;98.47;42.04;0;0;0.1;0.8;3.5;2
28/02/2019 00:00;12.52;20.7;5.98;6.8;2.1;193;0.51;0.04;71.18;95.97;40.4;0;0;0.1;0.5;1.3;2
