Date/heure;Temperature moy;Temperature max;Temperature min;rosee moy;rosee min;RS moy;Deficit de Pression de vapeur moy;Deficit de Pression de vapeur min;Humidite Relative moy;Humidite Relative max;Humidite Relative min;Precipitations Somme;Humectation foliaire time;Vitesse du vent moy;Vitesse du vent max;max;ETP quotidien [mm]
27/02/2019 00:00;13.61;22.04;5.77;3.3;-3;193;0.81;0.06;52.83;94.95;29.38;0;0;0.1;0.7;2.2;2
26/02/2019 00:00;14.61;24.32;6.29;-0.5;-3.6;190;1.17;0.41;36.9;56.4;20.9;0;0;0.1;0.6;1.8;1.9
25/02/2019 00:00;14.07;21.43;8.32;0.6;-3.4;191;1;0.42;41.81;64.09;24.67;0;0;0.6;1.4;4;2.4
24/02/2019 00:00;14.02;22.74;5.09;1.6;-3.3;188;1;0.16;48.61;82.11;22.04;0;0;0.3;1.3;3.4;2.1
23/02/2019 00:00;14.41;24.45;7.49;2.5;-5.8;181;1;0.18;51.31;82.27;13.5;0;0;0;0.3;1.6;1.7
22/02/2019 00:00;13.9;24.46;5.6;2.9;-3.6;180;0.94;0.19;53.55;82.74;17.66;0;0;0;0.7;1.8;1.7
21/02/2019 00:00;13.25;22.44;7.03;4.5;0.3;170;0.74;0.11;60.01;89.12;25.11;0;0;0.1;0.7;2;1.7
20/02/2019 00:00;11.27;19.48;4.91;6.6;3.7;162;0.4;0;76.69;100;36.37;0;0;0.1;0.6;2.4;1.6
19/02/2019 00:00;9.62;16.78;3.89;5.9;3;162;0.29;0;79.86;99.99;49.8;0;0;0.1;1.2;4.8;1.5
18/02/2019 00:00;10.85;16.87;8.02;7.3;2;59;0.28;0;81.48;100;37.92;6.4;45;0.3;1.6;4.2;1.1
17/02/2019 00:00;11.92;19.04;6.47;5.8;0.3;146;0.48;0.11;67.7;89.75;49.47;0;0;0.1;0.8;2.6;1.5
16/02/2019 00:00;14.17;21.13;9.24;2.1;-4.3;115;0.92;0.33;46.9;71.54;18.57;0;0;0.2;1.1;2.8;1.4
15/02/2019 00:00;14.47;23.19;7.9;3.4;-2;161;0.91;0.34;48.63;67.8;27.02;0;0;0.1;0.7;1.9;1.6
14/02/2019 00:00;16.34;26.74;9.36;2.1;-6.8;160;1.23;0.28;43.89;76.07;10.89;0;0;0.1;0.8;2.7;1.5
13/02/2019 00:00;14.55;25.02;5.64;4.4;0.4;154;0.92;0.15;55.53;83.29;20.41;0;0;0;0.4;1.5;1.4
12/02/2019 00:00;12.33;20.23;4.83;5.8;3.2;148;0.57;0;68.62;99.64;38.47;0;0;0.2;1;3;1.5
11/02/2019 00:00;10.28;18.61;3.4;6.4;2.7;146;0.33;0;80.39;99.82;43.06;0;0;0;0.5;1.6;1.3
10/02/2019 00:00;11.13;20.36;4.97;5.7;0.9;151;0.44;0.02;72.78;97.31;33.6;0;0;0.1;0.7;1.7;1.4
09/02/2019 00:00;11.62;22.16;4.7;6.5;3.1;148;0.48;0.01;76.61;98.73;30.11;0;0;0.1;0.8;2.7;1.4
08/02/2019 00:00;11.12;20.55;4.78;6.9;3.7;143;0.38;0.01;78.6;98.07;42.52;0;0;0;0.4;1.3;1.3
07/02/2019 00:00;10.87;20.02;5;5.9;2.7;146;0.42;0.02;75.52;97.32;33.79;0;0;0;0.4;1.4;1.3
06/02/2019 00:00;11.86;22.12;4.6;4.6;1.4;145;0.63;0.03;66.22;96.13;26.03;0;0;0;0.4;0.9;1.2
05/02/2019 00:00;11.46;22.65;3.46;2.9;-1.5;143;0.68;0.09;60.72;90.56;22.46;0;0;0;0.7;1.7;1.2
04/02/2019 00:00;8.5;18.24;1.05;0.8;-3.6;146;0.53;0.03;64.17;95.26;23.15;0;0;0.1;0.9;2.2;1.2
03/02/2019 00:00;7.26;14.05;2.69;2.8;-0.3;131;0.28;0.01;76.26;97.61;39.93;0;0;0;0.7;2.1;1.1
02/02/2019 00:00;8.37;11.4;6.05;6.6;5.1;53;0.11;0.01;89.36;98.34;74.89;14.4;70;0.6;2.5;6.4;0.8
01/02/2019 00:00;10.83;16.59;6.93;7.2;5.5;58;0.27;0.02;80.23;98.48;50.78;15.6;20;0.9;3.1;9.4;1.1
31/01/2019 00:00;11.61;16.59;8.02;6.7;5.5;125;0.38;0.1;73.81;91.46;50.02;0;0;0.4;1.9;4.9;1.3
30/01/2019 00:00;11.39;17.16;8.08;7.1;4.9;117;0.33;0.08;76.82;93.45;47.76;0;0;0.2;1;2.5;1.2
29/01/2019 00:00;9.99;16.21;4.84;7;4.1;108;0.24;0;83.88;99.73;52.72;0;0;0.1;0.6;1.9;1
28/01/2019 00:00;10.87;16.02;7.21;6.6;4.4;126;0.33;0.03;77.13;96.75;50.42;0;0;0.1;0.9;3.7;1.1
27/01/2019 00:00;11.6;16.24;8.21;9.3;7.3;94;0.19;0;87.3;100;58.17;0;0;0.3;1.4;3.9;1
26/01/2019 00:00;11.54;20.23;4.73;8.8;4.3;116;0.27;0;86.12;100;46.81;0;0;0.1;1.6;4.2;1.1
25/01/2019 00:00;10.53;17.99;5.15;8;5.1;111;0.21;0;87.21;100;48.6;0;0;0;0.9;1.8;1
24/01/2019 00:00;10.27;13.96;7.52;8.9;7;44;0.1;0.01;91.84;99.08;76.49;1.6;0;0.2;1;3.6;0.7
23/01/2019 00:00;9.94;11.48;8.73;7.8;6.9;69;0.15;0.02;87.58;97.94;76.65;2.4;105;0.6;1.6;5.6;0.8
18/01/2019 00:00;15.44;15.58;15.35;9.2;9;0;0.58;0.55;66.73;68.44;65.88;1.4;0;0;0.2;9.2;0.6
17/01/2019 00:00;15.61;15.73;15.43;9.2;9;0;0.59;0.55;66.19;68.47;65.59;0;0;0;0;0;
